Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
17,Slytherin,Briana,Diamond,1999-12-24,Left,54521.0,-432.93332585083664,-4.616780757661369,4.329333258508367,-4.632,-709.282606285322,386.1993909725717,4.102166347518523,1072.9305098253635,9.916365624971515,1.628480849403236,-250.88116,-75.58000000000001
18,Ravenclaw,Belle,Jasper,2001-01-28,Left,37327.0,-370.1494447988774,6.0909017168775845,3.701494447988775,6.211,617.6647509488282,615.176118944246,3.1713639079395937,1070.323984019598,7.529848873222487,0.0989729130871432,-229.40354,24.75
19,Hufflepuff,Nathanael,Hanson,2000-04-02,Left,46165.0,593.0073288274398,1.657752631452837,-5.9300732882744,3.995,-552.9535847871025,365.37422066625817,5.392873836387556,1068.4955970835624,7.049343996672425,-0.5055102535693831,-247.87798,-44.64000000000001
20,Hufflepuff,Devin,Velasco,1998-07-11,Left,68803.0,349.8697288887988,6.464247433788778,-3.498697288887988,4.254,-679.8208773934109,353.0444303876451,2.8298160240185033,1068.901379765534,2.049938092922936,-1.1767795554919558,-245.03147,-39.74
21,Slytherin,Tami,Preston,1999-07-02,Right,52568.0,-385.8093814123652,-4.962465710401992,3.858093814123652,-5.292000000000002,-462.01283465173935,423.3949389675704,5.459747841603343,1038.5067242576013,10.338426272410487,0.7538927533236297,-250.89025,-54.46999999999999
22,Ravenclaw,Brook,Zapata,1998-03-10,Right,10167.0,-315.5895487878081,2.2990190664114363,3.1558954878780807,5.292000000000002,80.60277789345406,550.501006759569,3.1764492150580685,1044.8286635509835,8.365852626000969,-0.028707485410192503,-233.9995,56.19
23,Ravenclaw,Allan,Mcdade,2001-03-20,Left,74358.0,-577.3753076000074,3.409038190248883,5.773753076000078,5.1770000000000005,804.4358621951867,640.2458040663428,5.218387310919462,1066.551492707158,7.34729282752154,-0.941412140163952,-230.77467,-62.86000000000001
24,Hufflepuff,Colin,Rouse,1998-08-19,Right,55346.0,610.0380054691838,1.385517209987464,-6.100380054691838,7.051,-615.2301811088803,486.5087294139389,4.694028733739815,1056.0091346965394,8.833560290033025,0.7788691777511243,-244.83219,8.61
25,Hufflepuff,Olin,Schumacher,2000-11-27,Right,37040.0,383.7005761926473,3.5201149023260045,-3.8370057619264735,4.267,-282.05303301855264,400.1516164932392,6.754121356314237,1034.9631927936318,5.883460233144269,-0.8732157792710319,-243.2424,-18.35
26,Ravenclaw,Freddy,Jernigan,1997-06-01,Right,40696.0,-537.6509904548225,1.4319121110295856,5.376509904548225,4.129,595.0470500915501,637.1662372706095,6.513187097015361,1055.3699921508749,11.540263796091356,2.134281515506532,-231.51566,-19.589999999999996
27,Slytherin,Kristal,Beck,1999-12-21,Right,65263.0,-438.7220178022932,1.385517209987464,4.3872201780229325,-6.131,-403.6724411221714,400.8888679180863,4.658475488447383,1038.3867354039144,8.137328559912032,1.3520746251923594,-252.47707000000003,-78.07
28,Gryffindor,Magdalena,English,2000-03-02,Right,72647.0,535.6919185632875,-4.712873620303567,-5.356919185632874,4.5310000000000015,-430.6092885756102,631.4762828430481,-4.420345486339965,955.5814240724096,3.5090337904176923,1.0197702494794276,-253.76253,167.45
29,Ravenclaw,Lemuel,Huddleston,1998-08-23,Left,63929.0,-610.4856445413283,3.0323630622101096,6.104856445413283,4.605,609.0757038855504,605.4067154962465,3.5420738539380565,1064.3290857952463,6.121348177887724,-0.02452083539483,-232.17381,-38.96000000000001
30,Hufflepuff,Ariana,Legg,2000-09-08,Left,52616.0,527.6012757953914,6.050126668674814,-5.276012757953913,5.9110000000000005,-530.0594336738421,400.0869405000151,2.782300473586316,1050.7473694203234,2.6823285515223767,1.3844644223516425,-244.19834,16.98
31,Hufflepuff,Ben,Hughey,1999-07-22,Left,49238.0,286.8891872633395,3.665554418798018,-2.8688918726333954,5.58,-220.16959428356242,435.9557000641653,3.8542985445559257,1055.1470371711232,5.483182697012012,-0.6954759184659536,-242.81303,0.7600000000000016
32,Gryffindor,Paulette,Weeks,2000-03-31,Right,74276.0,429.38002679606905,-5.150354322899418,-4.293800267960689,3.917,-717.899770781555,615.0951860563963,-5.640768310162463,942.413406866736,1.9917722552955763,-0.9110255034618324,-255.29606,187.84
33,Hufflepuff,Angeline,Wimberly,2000-06-04,Right,63574.0,447.6387018016249,5.033653851739441,-4.47638701801625,4.265,-627.1640329214506,374.017090085849,4.779062323301356,1065.2766898979862,4.32117345947944,-1.1343920892774382,-245.70455,-37.65
34,Hufflepuff,Meagan,Romeo,1999-03-31,Right,40221.0,538.4100055500223,2.9814306581025534,-5.384100055500221,3.524,-224.30997486678032,353.4113367660889,3.6794777892749377,1041.2723759978771,2.774929846887257,-0.6727605316141291,-247.10056,-15.04
35,Ravenclaw,Agustin,Hibbard,1997-08-14,Left,51621.0,-288.20315874851434,9.402830805410147,2.8820315874851428,7.119,273.34106683102266,582.4847291023361,6.303710412286204,1064.686168682534,7.062835368927338,2.245794084558391,-228.43012,1.1499999999999986
36,Gryffindor,Sherwood,Dickerson,1997-10-03,Left,45938.0,680.8973920008624,-3.447588949158802,-6.808973920008624,5.742000000000001,-460.4004739631205,640.7787743626668,-4.724288636929789,961.86009981613,5.447672802656033,-2.8711187052683163,-251.6774,217.76
37,Ravenclaw,Oma,Tomlinson,1998-06-20,Right,48797.0,-549.4702134935478,4.275590691727047,5.494702134935476,4.5680000000000005,625.3112247343104,608.9401365683802,6.706888824185561,1058.593379557739,9.028632063380506,-0.05648708096647379,-229.98936,-33.599999999999994
38,Slytherin,Summer,Motley,2000-10-11,Right,54372.0,-506.6702461718342,-5.078407587783687,5.066702461718343,-6.972999999999999,-350.8770991405712,397.4892211825736,3.0069317140992733,1053.5487293790377,8.456521697057545,1.125326214038492,-252.07035,-59.24
39,Ravenclaw,Cathryn,Jackman,1997-07-28,Left,58605.0,-592.9949193018691,4.1567990518057005,5.929949193018691,4.2810000000000015,565.2166851603479,612.9586177626845,5.5734537590654805,1049.1477532688375,7.38331443930609,-0.2947402987609741,-231.12774,-25.809999999999995
40,Ravenclaw,Suzanne,Marvin,1999-03-27,Right,45913.0,-465.3051813390784,2.3547463839747205,4.653051813390785,4.497,532.3115470230682,605.2878358352773,3.7170506671753567,1032.9128812755189,6.490226404635799,-0.12299639876481569,-233.52648,11.47
41,Slytherin,Jeannine,Hopson,2000-12-23,Left,41129.0,-522.0056070386149,-5.783493524694444,5.220056070386148,-4.955,-482.95564370502825,401.02777614509375,5.906923767620027,1052.353774235207,10.95558722806608,-1.1986857770114627,-249.32772000000003,-75.81
42,Hufflepuff,Felton,Ayers,2000-10-22,Right,41582.0,712.8197917015252,7.05343346725761,-7.128197917015253,4.685,-438.7528021490229,495.93754284216857,5.549520299425932,1039.9034236075283,5.776860426902234,0.3778417862833834,-244.77196,17.15
43,Slytherin,Denise,Fryer,2000-09-23,Left,74197.0,-367.8263197606187,-4.654284317474914,3.6782631976061864,-3.676,-409.9853850711898,449.284375649106,5.5362897106534135,1011.3539776741492,7.3740782833035325,0.022985413113130154,-250.76828,-61.29
44,Hufflepuff,Eldon,Freedman,1996-12-22,Right,74063.0,399.63126806148085,5.189909499306159,-3.9963126806148086,4.527,-510.3580826508325,335.0138828673783,2.8298160240185033,1063.4542599381457,1.5015097902531638,-1.6275838804831069,-245.73654,-82.43
45,Ravenclaw,Natalia,Bergman,1997-01-04,Left,9014.0,-255.2326323168436,2.897033644158068,2.552326323168436,6.07,545.8241854946693,576.5882502927304,7.5201219322338195,1082.639640733404,13.158387136758574,-0.9963301144912051,-229.79917000000003,-18.369999999999997
46,Slytherin,Mei,Dunlap,1996-11-29,Left,65557.0,-360.9710329604869,-5.895356371431813,3.609710329604869,-6.6370000000000005,-352.42331413665886,407.5843402307137,2.5587155876794885,1058.4090779284718,8.656110195079103,0.7371909659748939,-254.08156,-68.69
47,Gryffindor,Dorsey,Milton,1998-10-01,Left,26369.0,870.0634980566133,-6.199249299245689,-8.700634980566134,4.437,-445.6160157047789,554.8722212702961,-3.168026583747653,927.3418809077672,4.1469076522787365,0.1462723268676237,-256.064,206.59
48,Ravenclaw,Charla,Doss,1999-10-16,Right,35150.0,-374.2390235944155,4.959097785015805,3.742390235944153,5.1720000000000015,815.313232932207,585.1703813566412,4.013615211973714,1067.6083796308385,7.075334733538637,-2.206312065082873,-230.44896,-5.960000000000001
49,Slytherin,Augustus,Tobias,1998-02-02,Right,17451.0,-765.9350072073305,-4.355497853921487,7.659350072073304,-2.3439999999999994,-546.1562492241424,391.4225281585363,6.1859037385027404,1057.1312623375695,10.22197575619466,0.6199289528458307,-243.17219,-65.37
50,Ravenclaw,Dominic,Gregg,1997-05-23,Left,44637.0,-323.36970717569943,9.678461975056711,3.233697071756994,6.263999999999999,348.46999712315466,606.9480126642669,3.8199095362165534,1046.8089087244623,5.729548757133693,-0.3836307582813072,-228.9003,59.62
51,Hufflepuff,Rudolph,Isbell,1998-08-06,Left,41578.0,635.9601484408131,4.131627171041456,-6.359601484408131,6.625,-473.3355645074973,385.9883755486908,0.20853384319167745,1053.051753793388,1.4536102478238533,-0.5492280180066682,-246.02093,34.89
52,Ravenclaw,Shirley,Whiteman,1999-09-15,Right,22186.0,-663.0892086931451,5.276264040703745,6.630892086931452,3.487,172.70719722428402,542.4520801512841,4.560653145758416,1031.834114702022,6.1253508598403625,-0.0942252903099273,-231.0108,39.01
53,Ravenclaw,Les,Tribble,2000-02-01,Left,16983.0,-255.9690798080918,5.571067509606579,2.5596907980809176,6.3329999999999975,419.3146721844499,594.9875157894896,3.3217651499927965,1065.762878940547,8.922138717158777,-0.5035788320498802,-230.21003,55.38
54,Hufflepuff,Hong,Cady,2000-08-23,Right,37619.0,505.4816665805623,4.384321748395493,-5.054816665805623,6.331,-527.3580894532702,384.9594012647333,4.642887276941762,1053.4793621348751,4.668927719645751,0.397039787514203,-243.36927000000003,-4.430000000000003
55,Slytherin,Normand,Wallace,1998-05-17,Left,42727.0,-701.6268007941278,-5.1207417228910375,7.016268007941282,-2.686,-610.0758199315658,366.460982432649,7.1875700523596295,1048.1494895387118,8.457520505283156,0.5373810299906517,-246.17299,-112.9
56,Slytherin,Darrell,Wimberly,2001-08-18,Left,38556.0,-553.2825050498074,-7.870242966829839,5.532825050498072,3.4110710659898476,-370.4064342473588,388.6947778688295,6.640549693038234,1058.2171392496066,11.857212397025547,0.2957788036237811,-250.14318,-108.02000000000001
57,Ravenclaw,Brandon,Fine,1998-06-26,Left,61279.0,-393.4885296003843,3.8124110808950347,3.9348852960038445,6.077999999999999,581.4002123381554,605.1855630114596,5.022528270494384,1061.3678874035334,7.002986803322508,-0.4616745668876992,-231.79562,-38.63
58,Hufflepuff,Shannon,Reddy,2001-07-02,Right,29026.0,586.0113849107355,2.3647154657380534,-5.860113849107355,6.11,-368.7362370913945,403.5523654995844,8.277285235376675,1041.021255279421,8.300726895330593,1.1359091786810616,-243.25871,-27.860000000000007
59,Gryffindor,Jeramy,Herrera,1999-04-10,Left,37002.0,534.0821508290743,-4.638493128789803,-5.340821508290743,6.097,-507.0388715299293,580.6501601637343,-4.4350889454225095,957.6371550161372,3.226146373398282,-0.5370022225653271,-251.34128,186.74
60,Gryffindor,Andrew,Lauer,1997-01-23,Left,43759.0,422.9056094596245,-6.934893925538958,-4.229056094596245,4.086,-329.57751367983934,569.3030532204672,-4.057666540131429,944.0759360875462,2.4943128799880734,0.2421650043893766,-253.61265,157.86
61,Gryffindor,Ericka,Carlson,2000-09-28,Left,70217.0,625.3556295582449,-5.386965421996196,-6.253556295582451,2.343,-706.2699781288103,621.5440373144825,-5.234120421184389,944.5442475233574,4.472214577402354,2.2361024341143265,-257.75982,205.46
62,Hufflepuff,Yesenia,Wentworth,1996-12-09,Left,50906.0,401.9926884120092,4.289389184724147,-4.019926884120092,6.127000000000002,-351.72200921071226,414.7988244837216,6.772685681013999,1037.1641176836904,4.821739819423536,1.069716003729669,-242.17409,-31.270000000000003
63,Hufflepuff,Deanna,Melendez,1999-11-29,Right,46673.0,461.14605093956885,5.074462696504838,-4.6114605093956875,5.865,-490.8074068267667,391.2256089158876,6.26752740399388,1048.9412033076994,5.015789151051656,1.4158307802821457,-242.7843,-23.699999999999996
64,Ravenclaw,Bettye,Villasenor,1997-05-21,Left,30996.0,-579.4450587733451,4.599200692297832,5.7944505877334525,4.015,427.79197629985885,564.8384909581202,2.617822676413996,1045.6104076976635,5.347644332171424,0.4012113819200694,-231.72331,31.7
65,Hufflepuff,Melissa,Martindale,1998-01-18,Left,99744.0,169.03267346943545,5.271105666424118,-1.690326734694355,3.536,-759.0699194942822,394.8033217628333,2.43232936649291,1079.7051591472325,1.7791135696641671,-0.10931157314216,-246.46014,-64.38
66,Hufflepuff,Elia,Ornelas,2001-03-07,Left,47335.0,48.155325896768694,5.077930202671142,-5.4786492431489044,7.212999999999999,-299.5727219913157,388.5356010341811,5.013048000085108,1035.6741778528465,2.161468671497968,0.0633046722359687,-242.73886,-16.690000000000005
67,Ravenclaw,Dewitt,Geary,1996-11-22,Right,19600.0,-386.2946364959956,4.913790426908837,3.862946364959957,5.27,176.65351664949623,573.2277760804773,5.739720112113984,1062.7926977284508,10.403166782005632,-0.2150125069051715,-230.59801,26.41
68,Hufflepuff,Kathy,Thibodeaux,1999-09-01,Right,44162.0,472.0709673890664,5.074169743765741,-4.7207096738906635,3.182,-238.91552199062863,405.9922409497841,6.718609959567312,1026.8190085203946,5.4639693024339575,0.022985413113130154,-244.23385,-1.8900000000000006
69,Ravenclaw,Taylor,Yarbrough,1999-05-26,Right,68534.0,-505.3476660659924,5.26886902685139,5.053476660659925,5.17,614.277650367872,632.1557430414674,4.576593697448547,1042.131297703921,5.784011644375773,0.400525829152572,-231.12391,-10.759999999999998
70,Slytherin,Benedict,Christopher,1998-01-27,Right,41725.0,-546.2034060802522,-6.296241654108268,5.462034060802521,-4.25,-223.80795201939856,427.2449027005025,5.4857241372404815,1034.9305517130458,9.558548092238595,3.20552523520994,-248.38773,-68.97
71,Slytherin,Birdie,Haller,2000-07-22,Right,57714.0,-388.3855320194442,-5.343482809511984,3.8838553201944417,-6.942,-545.6086229822245,390.62257349562776,2.840614552147472,1073.1956048703018,10.067926198038144,1.0421553396969478,-253.65697000000003,-65.4
72,Gryffindor,Wilford,Parks,1996-12-30,Left,50088.97157622739,734.7834167373368,-3.744274235775044,-7.347834167373366,5.384,-616.0813496267144,604.6752753207518,-4.786548518004094,951.2904908875088,3.676677538510553,0.022985413113130154,-254.08185,208.13
73,Ravenclaw,Eleanor,Nathan,1997-11-23,Right,32066.0,-409.7263032341632,6.036501765938889,4.097263032341633,5.4170000000000025,169.4776425769209,581.4046954796901,5.401559557599517,1036.316106779361,7.639174531057043,0.0671677448575592,-230.78352,40.68
74,Gryffindor,Chang,Tallent,1999-09-15,Left,54865.0,353.05436206069083,-3.9697355783074055,-3.5305436206069087,6.452000000000001,-288.7053160757335,625.8656896532099,2.8298160240185033,961.889442086486,1.600662610211394,0.3303809377192446,-249.4093,178.29
75,Hufflepuff,Elbert,Potts,1999-05-13,Left,44605.0,513.0551820133647,5.796347010855286,-5.130551820133649,6.313,-413.81052102843086,451.3746457792816,4.973513070429997,1032.9674744443762,5.312641276957018,0.022985413113130154,-242.00769,32.94
76,Hufflepuff,Keven,Hager,1999-01-10,Left,35535.0,582.9032949862337,4.841548853925061,-5.82903294986234,2.992,-386.91347098638886,433.4551516794989,3.7267876580126194,1035.051395891422,6.549406923696305,0.9361394450707836,-245.83222,58.99
77,Gryffindor,Lynwood,Almond,1997-10-19,Right,50088.97157622739,291.0220479714976,-6.255449948117838,-2.9102204797149755,3.951,-466.2814978008524,593.490317264793,-5.191954437341038,944.9393390403734,0.9487434074604906,1.6491822210914695,-254.0018,151.97
78,Ravenclaw,Renaldo,Ngo,1996-12-08,Left,4536.0,-385.7769704803054,3.049900436208751,3.857769704803053,4.3610000000000015,333.7264117108156,562.3180267162163,3.517562058120728,1030.8857765042967,9.926702967483031,2.252369740015041,-232.14038,46.8
79,Gryffindor,Myra,Wiley,1997-05-06,Left,37200.0,48.155325896768694,-5.004776496007799,-6.050062708709213,4.689,-947.7679166969424,546.6778977126924,-6.411736393144319,926.0916371637994,0.8729500448981016,-0.918140206118052,-256.03311,240.57000000000002
80,Ravenclaw,Chantal,Macdonald,1999-12-06,Right,43735.0,-628.3705546175123,0.6730226559234422,6.283705546175121,3.2260000000000004,693.8054575123522,589.5852999829208,4.4193976094280085,1055.31378266021,7.903262589285639,-0.9230348837436416,-233.27417000000003,-35.9
81,Hufflepuff,Luella,Fuller,1999-12-25,Right,70453.0,463.33865100442085,7.014549251009398,-4.6333865100442075,3.547,-551.9474924299523,352.06964277465727,3.2098555788857874,1058.3433690192576,1.0749306589092216,-0.227172731305023,-246.36528,-23.880000000000003
82,Slytherin,Wilbur,Salley,1999-08-25,Left,72488.0,-334.86710315630364,-6.5446879409317065,3.348671031563036,-3.5150000000000006,-671.2523274484178,396.4980750468551,5.66248781380288,1060.3837396469455,9.652218736263029,-0.6473876574812174,-252.45307000000005,-117.57
83,Gryffindor,Manuela,Tucker,1997-11-30,Right,42474.0,556.8209864082417,-6.025279040578493,-5.568209864082418,4.185,-691.9108027478865,573.6421845871519,-4.083571961344719,943.7123158018804,3.985277784100429,0.8851573644985737,-254.83519,192.17
84,Gryffindor,Lupe,Myrick,1999-03-23,Right,68654.0,413.46080068486015,1.385517209987464,-4.134608006848603,5.488,-653.3299142500288,600.0961787262787,-6.774123439389363,948.6930529449976,-0.12563598366851725,0.3656623961456509,-253.15144,192.49
85,Hufflepuff,Earline,Singletary,2000-02-13,Right,63385.0,396.3177241399594,3.5107419200927685,-3.9631772413995954,4.593,-407.4945713292488,396.5392112266487,9.095451335643132,1047.9965234187748,6.701145542040327,-0.2642532769826985,-243.88771,-82.53
86,Hufflepuff,Mohamed,Wills,2001-05-03,Left,62249.0,481.9154272151577,3.630489795105192,-4.819154272151575,3.701,-660.0657008809961,468.5238858232633,4.8104367110817465,1058.9444626916747,8.919097690371412,0.6470087688892295,-246.06211,10.49
87,Hufflepuff,Danilo,Whiting,1999-09-04,Left,49230.0,427.8502609050434,7.144356824318594,-4.278502609050435,4.481,-621.9608770608949,396.9001184282476,1.962218090498052,1056.1321079318868,2.916695362327944,0.608717970478924,-244.08299,38.72
88,Ravenclaw,Alberta,Tomlin,1999-08-17,Right,59914.0,-511.07625612745454,6.7187537606327545,5.110762561274546,6.098,585.6336520434268,554.7513676412343,2.3894342491302494,1040.6840144639264,0.6374045294046367,2.2046349727936927,-230.92879,-7.640000000000001
89,Ravenclaw,Bruce,Mccool,2000-09-08,Left,46922.0,-376.0172367867957,8.201982200262707,3.760172367867957,6.0070000000000014,485.34833356905887,591.317753512149,4.482976105228,1055.746713961863,5.866438312112599,-1.7399535473068062,-229.20374,18.48
90,Hufflepuff,Andria,Lees,1996-12-03,Left,71589.0,369.1952641987658,4.549809154824001,-3.6919526419876574,4.936,-541.6433762070315,415.24952241458135,2.8298160240185033,1058.9203542296448,1.8972112152306382,0.3048817195830253,-245.83825,-4.1299999999999955
91,Slytherin,Erwin,Knudsen,2001-10-01,Right,37106.0,-669.9373609897053,-5.393878621577025,6.699373609897053,-5.2120000000000015,-830.7996266658545,323.73424038519465,7.384314554111903,1077.3145051178396,11.118487955384648,-0.0266869044791335,-248.80566,-124.65
92,Gryffindor,Jerrold,Lynch,1999-05-29,Right,70896.0,477.2040535429401,-6.358315777268071,-4.772040535429399,2.684,-643.8021143038709,580.1099879121757,-5.263805984910367,936.7165073206392,1.5681478662373456,0.1443819031907131,-257.48158,171.99
93,Hufflepuff,Keven,Emanuel,2000-07-11,Right,52045.0,533.8525262937568,6.492318627542515,-5.3385252629375675,3.942,-220.16959428356242,418.6464451023231,2.232403644592752,1037.017267008986,2.712880029582745,-0.6130271084675422,-245.25227,45.85
94,Ravenclaw,Otto,Muniz,1998-08-24,Right,46717.0,-636.8818119416745,6.183190468733418,6.368818119416746,4.817,770.3896175440332,568.7892711830127,5.711948201515808,1055.4915148288671,5.199295024893383,1.3696315500366896,-228.40478,-38.13
95,Ravenclaw,Domingo,Maloney,1997-12-16,Right,29432.0,-463.2211196442649,3.186254084215439,4.632211196442649,4.853,463.7182955271898,591.3214057684265,4.532000513445271,1041.7635930505176,7.919954037884216,-0.7491626944737432,-231.74768,20.45
96,Gryffindor,Jon,Patterson,1999-01-25,Right,23761.0,694.9968386173413,-5.212563901170327,-6.949968386173412,5.212999999999999,-774.0911463243422,576.3303250196221,-3.962911102219575,943.6739836416392,5.385683794273511,0.3513155093616492,-253.74136,228.67
97,Slytherin,Devin,Kuykendall,1999-06-29,Right,72835.0,-488.3902420288712,-5.619550793723154,4.883902420288711,-5.062000000000001,-397.99546841576574,408.55345269318383,4.925187595983637,1030.7693140449262,7.028466789425553,-0.65989660193076,-251.78655,-92.12
98,Hufflepuff,Dara,Doty,1997-07-05,Right,38819.0,48.155325896768694,5.405685222935526,-0.5378428483788052,3.787,-241.39711001104703,383.4950210492848,8.980821713049819,1026.377377760752,5.809116221890541,0.1660988884924537,-242.18932,-31.479999999999997
99,Ravenclaw,Jonas,Worthy,2001-06-25,Left,79908.0,-488.5461166518665,2.59090534576698,4.885461166518667,5.573,686.0464086694344,624.1116171912349,5.093840710448243,1047.660109076373,5.733111737654939,0.3697672000097654,-232.89752,-61.559999999999995
100,Hufflepuff,Alec,Carswell,1999-06-02,Right,51723.0,408.2950077449768,6.146738209071881,-4.082950077449768,3.405,-327.30678234610207,337.4091211364764,4.8881389998253,1043.4916896080274,1.4276036706286659,-0.6621864537033554,-244.8318,-30.990000000000002
101,Hufflepuff,Noemi,Bedard,1998-05-01,Left,41238.0,457.5573670765278,6.1116956072110655,-4.575573670765278,5.816,-562.2633447500621,478.0168459493996,10.366995065838168,1035.0043248006614,11.069633620662636,-0.2085986217233584,-239.6017,5.27
102,Hufflepuff,Philip,Ochoa,1999-06-20,Right,59614.0,453.4658104907209,7.005987920860259,-4.534658104907209,5.416,-763.7879171564123,421.6629573244101,5.151240782109671,1062.4002101110373,5.991270413716147,-0.203630408437361,-243.00066,3.8000000000000007
103,Slytherin,Natalia,Heath,2001-06-22,Right,51864.0,48.155325896768694,-3.784141201279632,5.23076782787895,-6.2669999999999995,-407.6034735899562,389.1781991184931,1.0290586060384896,1068.609246655283,7.179153969340423,-1.5857408642331527,-251.13722,-43.18999999999999
104,Ravenclaw,Irwin,Hawk,2001-01-29,Right,38150.0,-644.4933929287322,4.490907233591372,6.444933929287322,2.866,179.2761051430365,592.108024361157,6.590827846081238,1034.3278112629605,9.339240387451364,1.1816592441807523,-231.56018,17.95
105,Ravenclaw,Vernell,Caraballo,1999-09-30,Left,50088.97157622739,-569.8031909596714,1.068593081683571,5.698031909596713,3.731,447.08437798677556,618.8380416342974,2.8298160240185033,1064.7384297259755,13.390013009929696,-0.3016275989159406,-230.89281,13.14
